sub,source,target,fold,z_acc,score1,score2,score3,score4,score5,score6,score7,score8,score9
5,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",3,0.5428436466698158,0.549469964664311,0.5629955947136563,0.40286144578313254,0.6533203125,0.3373639661426844,0.4624145785876993,0.7292759706190975,0.6186359269932757,0.4534722222222222
5,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",4,0.5793650793650794,0.5843681519357194,0.58078231292517,0.4666666666666667,0.7120359955005624,0.36259541984732824,0.45060018467220686,0.6694701429772918,0.7042532146389713,0.5431098010316876
6,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",0,0.6197675517339128,0.7382012466607302,0.4878338278931751,0.7218045112781954,0.49039341262580055,0.47730061349693254,0.5429899302865996,0.6660823838737949,0.6801029159519726,0.6846473029045643
6,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",1,0.6026077097505669,0.7713414634146342,0.5489655172413793,0.6288659793814433,0.46755407653910147,0.3746341463414634,0.448943661971831,0.6312399355877617,0.6742808798646363,0.7089241034195163
6,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",2,0.6207254864915926,0.6740924092409241,0.5347517730496454,0.7039674465920651,0.48520710059171596,0.42787524366471735,0.4921681780708986,0.6940639269406392,0.7360890302066773,0.6981757877280266
6,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",3,0.6110533774208786,0.7358851674641148,0.5470704410796576,0.6532751091703056,0.5211640211640212,0.436769394261424,0.431637519872814,0.6351351351351351,0.7165820642978004,0.6674660271782574
6,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",4,0.5982615268329554,0.7881873727087576,0.5242261103633916,0.6815227483751161,0.49850299401197606,0.43079922027290446,0.41579371474617244,0.7040731504571903,0.6140350877192983,0.6756329113924051
7,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",0,0.586868209730751,0.6338273757628596,0.5051903114186851,0.557347670250896,0.44978902953586497,0.4201954397394137,0.5616554054054054,0.8462469733656174,0.4120754716981132,0.6190807799442897
7,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",1,0.5939537080774682,0.6909448818897638,0.6329935125115848,0.6900473933649289,0.43894107600341586,0.300090661831369,0.41002570694087404,0.8577981651376146,0.4718934911242604,0.6430123099203475
7,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",2,0.5794595616024187,0.6334256694367497,0.5781512605042017,0.5460170146945089,0.4847233691164327,0.492798353909465,0.5263157894736842,0.872,0.4067914067914068,0.5687047994740303
7,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",3,0.6076356076356076,0.6566068515497553,0.5807940904893814,0.6865148861646234,0.40545808966861596,0.39217758985200846,0.4876977152899824,0.8164102564102564,0.508460918614021,0.6911764705882353
7,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",4,0.5805933484504913,0.6661129568106312,0.5592563903950426,0.6545086119554204,0.4475728155339806,0.35350043215211757,0.4123624047417443,0.8185610010427529,0.45454545454545453,0.6257142857142857
8,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",0,0.6328420256991686,0.7965169569202566,0.5813253012048193,0.6872791519434629,0.4528,0.5563966691900075,0.7836879432624113,0.5014044943820225,0.7049486461251168,0.656556645851918
8,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",1,0.6138510959939532,0.7363552266419982,0.5091525423728813,0.6478040540540541,0.5231586940015186,0.5314757481940144,0.6476744186046511,0.5708446866485014,0.642795513373598,0.6582633053221288
8,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",2,0.6330309901738473,0.7423014586709886,0.529532967032967,0.6220472440944882,0.49555375909458366,0.46220095693779906,0.7037037037037037,0.6006855184233076,0.7405223251895535,0.7747663551401869
8,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",3,0.606235238545111,0.7207122774133083,0.4489208633093525,0.6541533546325878,0.5093167701863354,0.5775784753363229,0.7136871508379888,0.5682137834036568,0.7258883248730964,0.6125925925925926
8,"['1', '2', '3', '4', '5', '6', '7', '8', '9']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",4,0.6407785336356765,0.8194044188280499,0.5481049562682215,0.7167464114832536,0.5365853658536586,0.48067226890756304,0.6117216117216118,0.6022253129346314,0.7046589018302829,0.7261802575107296
