sub,source,target,fold,test_acc,train_acc
5,['8'],"['2', '4', '5', '6']",2,0.8402703966668084,0.9432397959183674
5,['8'],"['2', '4', '5', '6']",3,0.8680328217337698,0.9423894557823129
5,['8'],"['2', '4', '5', '6']",4,0.8639088474129502,0.9383503401360545
6,['8'],"['2', '4', '5', '6']",0,0.9277697474704532,0.9693877551020408
6,['8'],"['2', '4', '5', '6']",1,0.9520448941416546,0.9664044227089092
6,['8'],"['2', '4', '5', '6']",2,0.950344358472919,0.9655539017648309
6,['8'],"['2', '4', '5', '6']",3,0.9512371396990051,0.9649160110567723
6,['8'],"['2', '4', '5', '6']",4,0.9472408808774764,0.9632149691686158
7,['8'],"['2', '4', '5', '6']",0,0.7669118584973851,0.9517329364235594
7,['8'],"['2', '4', '5', '6']",1,0.7903822441430333,0.9574739527960876
7,['8'],"['2', '4', '5', '6']",2,0.7885964539308644,0.9504571550074421
7,['8'],"['2', '4', '5', '6']",3,0.7941664186402483,0.9532312925170068
7,['8'],"['2', '4', '5', '6']",4,0.7859177686126111,0.9496066340633638
8,['8'],"['2', '4', '5', '6']",0,0.8550231707835552,0.9917091836734694
8,['8'],"['2', '4', '5', '6']",1,0.8765783767696952,0.9910714285714286
8,['8'],"['2', '4', '5', '6']",2,0.860295055482335,0.9923469387755102
8,['8'],"['2', '4', '5', '6']",3,0.8497512860847753,0.9929846938775511
8,['8'],"['2', '4', '5', '6']",4,0.8667998809574423,0.9914965986394558
